author	author_id	title	lang	holdings	editions	type
HD Daniel	lccn-n87854232	Messung und Förderung von Forschungsleistung : Person - Team - Institution	1	28	2	book
HD Daniel	lccn-n87854232	Studienabbruch eine annotierte Bibliographie (1975-1997)	1	25	2	file
HD Daniel	lccn-n87854232	Bildung. Mehr als Fachlichkeit : Gutachten	1	22	1	file
HD Daniel	lccn-n87854232	Region und Bildung : Mythos Stadt – Land : Gutachten	1	19	1	book
HD Daniel	lccn-n87854232	Hochschule im Wandel : die Universität als Forschungsgegenstand ; Festschrift für Ulrich Teichler	1	18	2	file
HD Daniel	lccn-n87854232	Institutionelle Qualitätssicherung der Lehre auf dem Prüfstand eine Fallstudie an der ETH Zürich	1	17	1	book
HD Daniel	lccn-n87854232	Wissenschaftsevaluation : neuere Entwicklungen und heutiger Stand der Forschungs- und Hochschulevaluation in ausgewählten Ländern	1	13	4	book
HD Daniel	lccn-n87854232	Qualitätssicherung an Hochschulen : Empfehlungen zur Durchführung mehrstufiger Evaluationsverfahren in Studium und Lehre	1	7	1	book
HD Daniel	lccn-n87854232	Zur Messung und Förderung der Forschungsleistung deutscher Universitäten : e. vergleichende Analyse empir. Unters	2	5	4	book
HD Daniel	lccn-n87854232	"Messung und Förderung von Forschungsleistung : Person - Team - Institution : (Symposium zu Fragen der ""Messung und Förderung der universitären Forschungsleistung""; Schloss Reisensburg, Januar 1985)"	1	3	1	book
HD Daniel	lccn-n87854232	Zur Messung und Foerderung der Forschungsleistung deutscher Universitaeten e. vergl. Analyse empir. Unters	1	2	1	book
HD Daniel	lccn-n87854232	Studienabbruch, Fach- und Hochschulwechsel	1	2	1	book
HD Daniel	lccn-n87854232	Scientometrics research in the Federal Republic of Germany	1	1	3	book
Martin Meyer	lccn-n99053460	Capturing the innovation opportunity space : creating business models with new forms of innovation	1	80	8	file
Martin Meyer	lccn-n99053460	Schränke und Kommoden, 1650-1800 im Germanischen Nationalmuseum : Bestandskatalog	1	21	4	book
Martin Meyer	lccn-n99053460	Koordination als Konstituente des Stils Diderots : Untersuchungen zu seinem dramatischen Werk	1	10	1	book
Martin Meyer	lccn-n99053460	Dehydrothiotoluidin: its isomers, homologues, analogues, and derivatives	2	5	3	book
Martin Meyer	lccn-n99053460	Löwen	1	3	1	book
Martin Meyer	lccn-n99053460	Koordination als Konstituente des Stils Diderots : Untersuchungen zu seinem dramatischen Werk	1	3	1	book
Martin Meyer	lccn-n99053460	Are co-active researchers on top of their class? : an exploratory comparison of inventor-authors with their non-inventing peers in nano-science and technology	1	1	1	book
Thed van Leeuwen	lccn-n2002134725	Mapping the scientific performance of German medical research : an international comparative bibliometric study ; with 4 tables	1	26	1	book
Thed van Leeuwen	lccn-n2002134725	Mapping the scientific performance of German medical research : an international comparative bibliometric study	1	8	1	book
Thed van Leeuwen	lccn-n2002134725	Bibliometric analysis of highly cited publications of health research in England, 2002-2006	1	3	1	file
Thed van Leeuwen	lccn-n2002134725	Bibliometrische beschrijving van Nederlandse informatiewetenschap in een internationaal perspectief	1	1	1	book
Thed van Leeuwen	lccn-n2002134725	Taiwanese research performance in international comparative perspective : bibliometric analysis of publication output and citation impact in subfields of science	1	1	1	book
Thed van Leeuwen	np-leeuwen,%20thed%20van	National scientific capabilities and technological performance: an exploration of emerging industrial relevant research domains	1	1	1	book
Thed van Leeuwen	np-leeuwen,%20thed%20van	Science and technology indicators 2000 : summary	1	0	1	book
Ying Ding	lccn-n2008063128	The Semantic Web : fourth Asian conference, ASWC 2009, Shanghai, China, December 6-9, 2008 : proceedings	1	446	13	file
Ying Ding	lccn-n2008063128	Measuring scholarly impact : methods and practice	1	424	14	file
Ying Ding	lccn-n2008063128	WebSphere engineering : a practical guide for WebSphere support managers and senior consultants	1	267	13	file
Ying Ding	lccn-n2008063128	Knowledge engineering and knowledge management : 19th International Conference, EKAW 2014, Linköping, Sweden, November 24-28, 2014.: proceedings	1	68	8	file
Ying Ding	lccn-n2008063128	WebSphere eXtreme Scale best practices for operation and management	1	62	5	file
Ying Ding	lccn-n2008063128	Zhongguo li dai shi xuan	1	55	12	book
Ying Ding	lccn-n2008063128	Social Informatics : third International Conference, SocInfo 2011, Singapore, October 6-8, 2011, Proceedings	2	34	6	file
Ying Ding	lccn-n2008063128	Proceedings of the ACM SIGKDD Workshop on Mining Data Semantics 2012 : Beijing, China, SIGKDD 2012	1	29	2	file
Ying Ding	lccn-n2008063128	Semantic technology : third Joint International Conference, JIST 2013, Seoul, South Korea, November 28-20, 2013 : revised selected papers	1	25	3	file
Ying Ding	lccn-n2008063128	Intelligent Information Integration in B2B Electronic Commerce	1	8	2	file
Ying Ding	lccn-n2008063128	Xin bian Visual FoxPro cheng xu she ji jiao cheng	1	4	2	book
Ying Ding	lccn-n2008063128	Websphere engineering	1	3	1	book
Ying Ding	lccn-n2008063128	Chun tian de shi	1	1	1	book
Ying Ding	lccn-n2008063128	Zhongguo li dai shi xuan	1	1	1	book
Ying Ding	lccn-n2008063128	Zhongguo li dai shi xuan	1	1	1	book
Ying Ding	lccn-n2008063128	Improving responsiveness and availability using a caching and competition approach	1	1	1	book
Ying Ding	lccn-n2008063128	Semantic Breakthrough in Drug Discovery	1	1	1	book
Ying Ding	viaf-308721056	Measuring scholarly impact : methods and practice	1	5	1	book
Ying Ding	viaf-308721056	WebSphere engineering : a practical guide for WebSphere support managers and senior consultants	1	1	1	book
Diana Hicks	viaf-198156571	A morphology of japanese and european corporate research networks	1	1	1	book
Bart Van Looy	lccn-nb98008772	Relational practices, participative organizing	2	1255	16	file
Bart Van Looy	lccn-nb98008772	Services management : an integrated approach	3	396	47	book
Bart Van Looy	lccn-nb98008772	Innovatie(f) organiseren	1	8	2	book
Bart Van Looy	lccn-nb98008772	Management dynamics	1	7	2	book
Bart Van Looy	lccn-nb98008772	Sābisu manejimento : tōgōteki apurōchi	1	5	7	book
Bart Van Looy	lccn-nb98008772	Wat met kunst & geld?	1	5	1	book
Bart Van Looy	lccn-nb98008772	Samenwerking universiteiten, hogescholen, onderzoeksinstellingen, intermediairen en bedrijven	1	4	1	book
Bart Van Looy	lccn-nb98008772	Kunst & geld?	1	4	2	book
Bart Van Looy	lccn-nb98008772	Wat met kunst en geld?	1	4	1	book
Bart Van Looy	lccn-nb98008772	National scientific capabilities and technological performance: an exploration of emerging industrial relevant research domains	1	3	2	book
Bart Van Looy	lccn-nb98008772	Publication and patent behaviour of academic researchers: conflicting, reinforcing or merely co-existing?	1	3	2	book
Bart Van Looy	lccn-nb98008772	Innovation as a community-spanning process : strategies to handle path dependency	1	3	1	book
Bart Van Looy	lccn-nb98008772	Historically informed performing Bach : analysing and mapping the debate on the scoring of Bach's Cantatas	1	3	2	book
Bart Van Looy	lccn-nb98008772	The role of inter-organizational collaboration within innovation strategies : towards a portfolio approach	1	3	2	book
Bart Van Looy	lccn-nb98008772	Developing technology in the vicinity of science : an examination of the relationship between science intensity (of patents) and technological productivity within the field of biotechnology	1	3	2	book
Bart Van Looy	lccn-nb98008772	Exploring requisites and antecedents of continuous innovation	1	3	2	book
Bart Van Looy	lccn-nb98008772	A process view on managing quality during the creation of technical innovations : lessons from field research	1	3	1	book
Bart Van Looy	lccn-nb98008772	Understanding new venture market application search processes: a propositional model	1	3	2	book
Bart Van Looy	lccn-nb98008772	Establishing a relational field that fosters learning processes : some tentative propositions derived from trainee experiences	1	3	2	book
Bart Van Looy	lccn-nb98008772	Regionale ontwikkeling door kennisgedreven ondernemerschap	1	2	1	book
Bart Van Looy	viaf-202362579	Relational practices, participative organizing	1	5	1	book
Bart Van Looy	viaf-202362579	The value and indicator function of patents	1	4	1	file
Bart Van Looy	viaf-202362579	Technological activities and their impact on the financial performance of the firm : exploitation and exploration within and between firms	1	3	2	book
Bart Van Looy	viaf-202362579	Data production methods for harmonized patent statistics : patentee name harmonization	1	2	1	file
Bart Van Looy	viaf-202362579	Do firms benefit from being present in technology clusters? : evidence from a panel of biopharmaceutical firms	1	2	1	file
Bart Van Looy	viaf-202362579	Steering manufacturing firms towards service business model innovation embracing indicators that reflect market performance	1	1	1	file
Bart Van Looy	viaf-202362579	Technological diversification, coherence and performance of firms	1	1	1	file
Bart Van Looy	viaf-202362579	Assessment of latent semantic analysis (LSA) text mining algorithms for large scale mapping of patent and scientific publication documents	1	1	1	file
Bart Van Looy	viaf-202362579	Simultaneous experimentation as an entrepreneurial strategy for emergent markets : transcending the trade-off between flexibility and funding?	1	1	1	file
Bart Van Looy	viaf-202362579	Developing technology in the vicinity of science : an examination of the relationship between science intensity (of patents) and technological productivity within the field of biotechnology	1	1	1	book
Bart Van Looy	viaf-202362579	Explorative R & D collaboration : searching for effective and efficient governance mechanisms	1	1	1	book
Bart Van Looy	viaf-202362579	Developing technology in the vicinity of science : do firms really benefit? ; an empirical assessment on the level of Italian provinces	1	1	1	file
Bart Van Looy	viaf-202362579	Time, space and constructive capabilities : translating paradoxical innovation requirements into comprehensive organizational arrangements ; a socio-cognitive perspective	1	1	1	book
Bart Van Looy	viaf-202362579	Servitization disentangling the impact of service business model innovation on manufacturing firm performance	1	1	1	file
Bart Van Looy	viaf-202362579	The role of inter-organizational collaboration within innovation strategies : towards a portfolio approach	1	1	1	book
Bart Van Looy	viaf-202362579	Publication and patent behaviour of academic researchers: conflicting, reinforcing or merely co-existing?	1	1	1	book
Bart Van Looy	viaf-202362579	Combining entrepreneurial and scientific performance in Academia : towards a compounded and reciprocal Matthew effect?	1	1	1	book
Bart Van Looy	viaf-202362579	Entry and technological performance in new technology domains technological opportunities, technology competition and technological relatedness	1	1	1	file
Bart Van Looy	viaf-202362579	Combining the production and the valorization of academic research : a qualitative investigation of enacted mechanisms	1	1	1	file
Bart Van Looy	viaf-202362579	Co-ownership of intellectual property exploring the value-appropriation and value-creation implications of co-patenting with different partners	1	1	1	file
Bart Van Looy	np-looy,%20van%20bart	Innovatie(f) organiseren	1	1	1	book
Bart Van Looy	np-looy,%20b%20van	Conversational construction of new meaning configurations in organizational innovation : a generative approach	1	2	1	book
Bart Van Looy	np-looy,%20b%20van	Combining entrepreneurial and scientific performance in Academia : towards a compounded and reciprocal Matthew effect?	1	1	1	book
Bart Van Looy	np-looy,%20b%20van	Regionale ontwikkeling door kennisgedreven ondernemerschap	1	1	1	book
J Sylvan Katz	lccn-n88060931	Emerging sensor technology : the promise and the threat	1	58	2	book
J Sylvan Katz	lccn-n88060931	Plant biotechnology in Canada : prospects for the 1990s	1	24	2	book
J Sylvan Katz	lccn-n88060931	La technologie émergente des capteurs : ses enjeux	1	20	2	book
J Sylvan Katz	lccn-n88060931	Emerging sensor technology : the promise and the threat	1	14	5	book
J Sylvan Katz	lccn-n88060931	Emerging sensor technology : the promise and the threat	1	2	1	file
J Sylvan Katz	lccn-n88060931	Emerging sensor technology: the promise and the treat	1	2	1	book
J Sylvan Katz	lccn-n88060931	Study of the configuration of a plasma in an axially symmetric magnetic field	1	2	1	mix
J Sylvan Katz	lccn-n88060931	A national research network viewed from an industrial perspective	1	1	1	art
J Sylvan Katz	lccn-n88060931	Canadian plant micropropagation study	1	1	1	book
J Sylvan Katz	viaf-190888262	The changing shape of British science	1	14	4	book
J Sylvan Katz	viaf-190888262	The changing shape of British industrial research	1	9	4	book
J Sylvan Katz	viaf-190888262	Plant biotechnology in Canada : prospects for 1990	1	1	1	book
J Sylvan Katz	viaf-190888262	Indicators for complex innovation systems	1	1	1	file
J Sylvan Katz	viaf-190888262	Scale-independent indicators and research evaluation	1	1	1	art
J Sylvan Katz	viaf-190888262	Collaborative approaches to research : final report	1	1	1	book
Kevin W. Boyack	viaf-31152023729603312461	Data-centric computing with the Netezza architecture	1	6	1	file
Kevin W. Boyack	viaf-31152023729603312461	High throughput instruments, methods, and informatics for systems biology	1	6	1	file
Kevin W. Boyack	viaf-31152023729603312461	Generation of large-scale maps of science and associated indicators	1	6	1	file
Kevin W. Boyack	viaf-31152023729603312461	Final report on grand challenge LDRD project : a revolution in lighting : building the science and technology base for ultra-efficient solid-state lighting	1	4	1	file
Kevin W. Boyack	viaf-31152023729603312461	Exploring the relationships between a map of altruism and a map of science	1	1	1	file
Kevin W. Boyack	viaf-31152023729603312461	A study of turbulent nonpremixed jet flames of CO/N₂ using coherent anti-stokes raman spectroscopy	1	1	1	mix
Kevin W. Boyack	viaf-31152023729603312461	Mapping science introduction: Past, present and future	1	1	1	file
Kevin W. Boyack	viaf-31152023729603312461	Clustering More than Two Million Biomedical Publications: Comparing the Accuracies of Nine Text-Based Similarity Approaches	1	1	1	file
Kevin W. Boyack	viaf-31152023729603312461	Co-citation analysis, bibliographic coupling, and direct citation : which citation approach represents the research front most accurately?	1	1	1	art
Kevin W. Boyack	viaf-31152023729603312461	Loads from the detonation of hydrogen-air-steam mixtures	1	0	1	book
Kevin W. Boyack	np-boyack,%20kevin%20wiser	A study of turbulent nonpremixed jet flames of carbon monoxide/nitrogen using Coherent Anti-Stokes Raman Spectroscopy	1	2	1	mix
Kevin W. Boyack	np-boyack,%20k%20w	Estimation of maximum temperatures in spallation targets	1	1	1	book
Kevin W. Boyack	np-boyack,%20kevin	Advanced Decision Support System (ADSS) for Spiral Technology Investments	1	2	2	book
Ian Rowlands	viaf-88094309	Knowledge production, consumption and impact : policy indicators for a changing world	1	482	8	file
Ian Rowlands	viaf-88094309	Digital consumers : reshaping the information professions	1	322	5	book
Ian Rowlands	viaf-88094309	The Google generation : are ICT innovations changing information-seeking behaviour?	1	298	10	book
Ian Rowlands	viaf-88094309	Understanding information policy : proceedings of a workshop held at Cumberland Lodge, Windsor Great Park, 22-24 July 1996	1	205	16	book
Ian Rowlands	viaf-88094309	The Internet : its impact and evaluation : proceedings of an international forum held at Cumberland Lodge, Windsor Park, 16-18th July 1999	1	171	12	file
Ian Rowlands	viaf-88094309	Information policies : a sourcebook	1	79	6	book
Ian Rowlands	viaf-88094309	Understanding digital libraries : towards a conceptual framework	1	36	5	book
Ian Rowlands	viaf-88094309	The internet : its impact and evaluation	1	24	6	file
Ian Rowlands	viaf-88094309	Comparative biology of reproduction in mammals : the proceedings of an International Symposium held at the Zoological Society of London on 24-26 November 1964 ...	1	20	1	book
Ian Rowlands	viaf-88094309	Aslib proceedings new information perspectives	1	16	3	file
Ian Rowlands	viaf-88094309	Mapping the knowledge base of information policy. clusters of documents, people and ideas	1	7	5	book
Ian Rowlands	viaf-88094309	Text retrieval : an introduction	2	7	5	book
Ian Rowlands	viaf-88094309	Information UK 2000 : social trends	1	6	2	book
Ian Rowlands	viaf-88094309	The Internet : its impact and evaluation : proceedings of an international forum held at the Cumberland Lodge, Windsor Park 16-18 July 1999	1	6	2	book
Ian Rowlands	viaf-88094309	The Internet, its impact and evaluation : proceedings of an international forum held at ..., 16-18th July 1999	1	1	1	book
Ian Rowlands	viaf-88094309	You will come back	1	1	1	score
Ian Rowlands	viaf-88094309	Changing the Library Brand: A Case Study	1	1	1	art
Ian Rowlands	viaf-88094309	The Silent Night	1	1	1	score
Ian Rowlands	viaf-88094309	Knowledge production, consumption and impact: policy indicators for a changing world	1	1	1	file
Ian Rowlands	viaf-88094309	Freedom of information	1	1	1	art
Ian Rowlands	viaf-211343602	Understanding information policy	1	388	7	file
Ian Rowlands	viaf-211343602	Informing people about social services	1	1	1	book
Ian Rowlands	nc-rowlands%20ian$edited%20by	Understanding information policy	1	14	1	file
Robert J.W. Tijssen	lccn-n92097108	Cartography of science : scientometric mapping with multidimensional scaling methods	1	59	11	book
Robert J.W. Tijssen	lccn-n92097108	Mapping the scientific performance of German medical research : an international comparative bibliometric study ; with 4 tables	1	26	1	book
Robert J.W. Tijssen	lccn-n92097108	Axial dispersion in helically coiled open columns for chromatography	1	19	6	book
Robert J.W. Tijssen	lccn-n92097108	Mapping the scientific performance of German medical research : an international comparative bibliometric study	1	8	1	book
Robert J.W. Tijssen	lccn-n92097108	Wetenschaps- en technologie-indicatoren 1994	1	4	1	book
Robert J.W. Tijssen	lccn-n92097108	Het Nederlands observatorium van wetenschap en technologie : wetenschaps- en technologie-indicatoren 2000	1	3	1	book
Robert J.W. Tijssen	lccn-n92097108	Het belang van Nederlands wetenschappelijk onderzoek voor technologische innovaties : kwantitatieve analyse van octrooien	1	3	2	book
Robert J.W. Tijssen	lccn-n92097108	Van wetenschap naar innovatie: over wensdromen en kennisstromen	1	3	2	book
Robert J.W. Tijssen	lccn-n92097108	Wetenschaps- en technologie-indicatoren 1996	1	3	1	book
Robert J.W. Tijssen	lccn-n92097108	Politietoezicht op rijden onder invloed : het automobilistenonderzoek	1	3	1	book
Robert J.W. Tijssen	lccn-n92097108	ICT-onderzoek onderzocht : internationaal vergelijkende macro-studie van Nederlands ict-onderzoek : onderzoek t.b.v. de internationale ICT-toets 2000	1	2	1	book
Robert J.W. Tijssen	lccn-n92097108	Het Nederlands Observatorium van Wetenschap en Technologie : wetenschaps- en technologie-indicatoren 1998	1	2	1	book
Robert J.W. Tijssen	lccn-n92097108	Bibliometrische beschrijving van Nederlandse informatiewetenschap in een internationaal perspectief	1	2	2	book
Robert J.W. Tijssen	lccn-n92097108	State of the art bibliometric macro-indicators : an overview of demand and supply	1	2	2	book
Robert J.W. Tijssen	lccn-n92097108	Special issue on designing indicators for policy decisions : challenges, tensions and good practices	1	2	1	art
Robert J.W. Tijssen	lccn-n92097108	Using science and technology indicators to support knowledge-based economies	1	2	1	book
Robert J.W. Tijssen	lccn-n92097108	Quasi-correspondence analysis on scientometric transaction matrices	1	2	2	book
Robert J.W. Tijssen	lccn-n92097108	Residual analysis of the quasi-symmetry model : applications in the citation-based assessment of journal influences	1	1	1	book
Robert J.W. Tijssen	lccn-n92097108	Taiwanese research performance in international comparative perspective : bibliometric analysis of publication output and citation impact in subfields of science	1	1	1	book
Robert J.W. Tijssen	lccn-n92097108	Global and domestic utilization of industrial relevant science: patent citation analysis of science-technology interactions and knowledge flows	1	1	1	art
Mustar Philippe	lccn-no96003810	Research and innovation policies in the new global economy : an international comparative analysis	1	229	14	book
Mustar Philippe	lccn-no96003810	The strategic management of research and technology : evaluation of programmes	1	155	11	book
Mustar Philippe	lccn-no96003810	Les Chiffres clés de la science et de la technologie	1	154	14	book
Mustar Philippe	lccn-no96003810	Encyclopédie de l'innovation	2	145	5	book
Mustar Philippe	lccn-no96003810	La Gestion stratégique de la recherche et de la technologie : l'évaluation des programmes	1	105	4	book
Mustar Philippe	lccn-no96003810	Débordements : mélanges offerts à Michel Callon	1	76	2	file
Mustar Philippe	lccn-no96003810	Science & innovation annuaire raisonné de la création d'entreprises technologiques par les chercheurs en France	2	44	6	book
Mustar Philippe	lccn-no96003810	Promotion and encouragement of technological innovation : technological innovation policy in France : measures and instruments chosen : study	1	26	1	book
Mustar Philippe	lccn-no96003810	Diversité et unité des entreprises à forte croissance du secteur manufacturier en France	1	21	4	file
Mustar Philippe	lccn-no96003810	Science et innovation 1995 : annuaire raisonné de la création d'entreprises par les chercheurs	1	16	1	book
Mustar Philippe	lccn-no96003810	Key figures on science and technology 2006	1	7	1	book
Mustar Philippe	lccn-no96003810	Technological innovation policy in France : measures and instruments chosen : promotion and encouragement of technological innovation	1	6	1	book
Mustar Philippe	lccn-no96003810	Science & innovation : 1995 : annuaire raisonné de la création par les chercheurs	1	5	4	book
Mustar Philippe	lccn-no96003810	The dissemination of knowledge through PhD students	1	5	6	book
Mustar Philippe	lccn-no96003810	Valoriser la science : les partenariats des start-up technologiques	1	5	1	file
Mustar Philippe	lccn-no96003810	La création d'entreprise par les chercheurs : dynamique d'intégration de la science et du marché	1	4	5	mix
Mustar Philippe	lccn-no96003810	Key figures on science and technology	1	3	1	book
Mustar Philippe	lccn-no96003810	Technological innovation policy in France : measures and instruments chosen	1	3	1	book
Mustar Philippe	lccn-no96003810	Promotion et encouragement de l'innovation technologique. mesures et instruments choisis ...	1	2	2	book
Mustar Philippe	lccn-no96003810	Promotion and encouragement of technological innovation : Technological innovation policy in France : measures and instruments chosen	1	2	2	book
Mustar Philippe	viaf-201931640	Débordements : mélanges offerts à Michel Callon	2	14	3	book
Mustar Philippe	viaf-201931640	Academic entrepreneurship in Europe	1	8	3	file
Mustar Philippe	viaf-201931640	La politique d'innovation en France	1	5	1	book
Olle Persson	viaf-191819221	Critical comments on the gatekeeper concept in science and technology	1	19	3	book
Olle Persson	viaf-191819221	Kommunikation inom vetenskap och teknik	1	17	6	book
Olle Persson	viaf-191819221	Att leva som småföretagare : en studie om företagande, livssituation och stress	2	13	4	book
Olle Persson	viaf-191819221	Informell kommunikation bland forskare och tekniker	1	10	4	book
Olle Persson	viaf-191819221	Nordic collaboration on science : a bibliometric study	1	9	4	book
Olle Persson	viaf-191819221	Datorbaserad litteratursökning : två fallstudier	1	7	3	book
Olle Persson	viaf-191819221	Svensk kunskapsimport - några indikatorer	1	5	3	book
Olle Persson	viaf-191819221	Forskningsbibliotek i utveckling : en studie av ansvarsbibliotek i Sverige	1	4	3	book
Olle Persson	viaf-191819221	Information och kunskap : informationsförsörjning - forskning och policyfrågor	1	4	2	book
Olle Persson	viaf-191819221	Forskning i bibliometrisk belysning	1	4	2	book
Olle Persson	viaf-191819221	Information services for small firms : a strategic channel or just noise	1	3	1	book
Olle Persson	viaf-191819221	Svensk livsmedelsforskning : en bibliometrisk analys	1	2	1	book
Olle Persson	viaf-191819221	Nya arbetsformer inom diabetesforskning : studier kring en nätverkssatsning	1	2	2	book
Olle Persson	viaf-191819221	Svensk elektronik : en bibliometrisk studie av Engineering index online = [Electronics in Sweden] : [a bibliometric study of Engineering index]	1	2	1	book
Olle Persson	viaf-191819221	Informationssökning och biblioteksanvändning inom högre utbildning	1	2	2	book
Olle Persson	viaf-191819221	A survey of studies on use and production of scientific and technical information	1	1	1	book
Olle Persson	viaf-191819221	Regional collaboration in science : data on Nordic coauthorships 1988-1990	1	1	1	book
Olle Persson	viaf-191819221	Kontaktmönster bland svenska tekniker	1	1	1	book
Olle Persson	viaf-191819221	IoD-funktionen inom organisationer	1	1	1	book
Olle Persson	viaf-191819221	Tidskrifter i svenska forskningsbibliotek : täckning och beståndsstrukturer = [Journals in Swedish research libraries] : [availability and collection structures]	1	1	1	book
Bertram C. Brookes	lccn-n86088339	Introduction to statistical method	2	309	58	book
Bertram C. Brookes	lccn-n86088339	Editorial practice in libraries	2	188	12	book
Bertram C. Brookes	lccn-n86088339	Intelligent information systems for the information society : proceedings of the Sixth International Research Forum in Information Science (IRFIS 6), Frascati, Italy, September 16-18, 1985	2	184	15	book
Bertram C. Brookes	lccn-n86088339	Rationalisation of serial holdings and the use of the British Library, Lending Division (BLLD) : final report for the period March 1973-August 1974 : report to British Library Research and Development Department on project SI/G/046, January 1975	1	52	2	book
Bertram C. Brookes	lccn-n86088339	Notes on the teaching of statistics in schools	2	52	16	book
Bertram C. Brookes	lccn-n86088339	Scientifically speaking : an introduction to the English of science and technology	3	47	24	book
Bertram C. Brookes	lccn-n86088339	Introduction to statistical method	1	29	9	book
Bertram C. Brookes	lccn-n86088339	Adventures in science	1	13	4	book
Bertram C. Brookes	lccn-n86088339	Compendex evaluation project : a study of SDI services in engineering provided by COMPENDEX and of engineers' uses of and reactions to these services : final report for the period May 1971-April 1973	1	11	7	book
Bertram C. Brookes	lccn-n86088339	Scientifically speaking = introduction à l'anglais de la science et de la technologie	3	10	4	book
Bertram C. Brookes	lccn-n86088339	Introduction to statistical method, part one	1	5	3	book
Bertram C. Brookes	lccn-n86088339	Mathematics for everyman, from simple numbers to the calculus	2	5	3	book
Bertram C. Brookes	lccn-n86088339	The teaching of English	1	5	2	book
Bertram C. Brookes	lccn-n86088339	[Vom Einmaleins zum Integrals.] From Simple Numbers to the Calculus. Mathematics for everyman ... Translated by B.C. and H.F. Brookes	2	3	2	book
Bertram C. Brookes	lccn-n86088339	Introduction to statistical method. 2nd ed	1	2	1	book
Bertram C. Brookes	lccn-n86088339	Introduction to statistical method	1	2	2	book
Bertram C. Brookes	lccn-n86088339	Scientifically Speaking : an introduction to the English of Science and Technology ; Adviser and Editor: B. C. Brookes	1	2	2	book
Bertram C. Brookes	lccn-n86088339	Editorial Practice in Libraries. Edited by B.C. Brookes	1	2	2	book
Bertram C. Brookes	lccn-n86088339	Fotocopias x periodicos : custo - eficacia na biblioteca especializada	1	2	1	book
Bertram C. Brookes	lccn-n86088339	Adventures in Science. Edited by B.C. Brookes	1	2	2	book
Bertram C. Brookes	viaf-243145542571196640755	Introduction to statistical method	1	9	1	book
Bertram C. Brookes	viaf-243145542571196640755	Scientifically speaking = introduction à l'anglais de la science et de la technologie	2	8	3	book
Bertram C. Brookes	viaf-243145542571196640755	Scientifically speaking : oral exercises	1	0	1	book
John Irvine	lccn-n96116917	The Poverty of progress : changing ways of life in industrial societies	1	405	10	book
John Irvine	lccn-n96116917	Demystifying social statistics	3	360	17	book
John Irvine	lccn-n96116917	Foresight in science : picking the winners	1	346	3	book
John Irvine	lccn-n96116917	Investing in the future : an international comparison of government funding of academic and related research	1	256	23	book
John Irvine	lccn-n96116917	Research foresight : priority-setting in science	2	250	12	book
John Irvine	lccn-n96116917	Evaluating applied research : lessons from Japan	1	222	10	book
John Irvine	lccn-n96116917	Equipping science for the 21st century : proceedings of the International Workshop on Equipping Science for the 21st Century, Amsterdam, April 7-9, 1992	1	100	13	book
John Irvine	lccn-n96116917	An international comparison of government funding of academic and academically related research	1	13	4	book
John Irvine	lccn-n96116917	Research foresight : creating the future	1	7	2	book
John Irvine	lccn-n96116917	Science indicators for research policy : a bibliometric analysis of ocean currents and protein crystallography : based on a report to the Advisory Board for the Research Councils	1	4	3	book
John Irvine	lccn-n96116917	Research evaluation in British science : a SPRU review	1	4	2	book
John Irvine	lccn-n96116917	An international comparison of government funding of academic and academically related research : appendices 1-20	1	2	2	book
John Irvine	lccn-n96116917	In Autumn. (S.S.A. and piano.) Words by John Irvine ... arr. by Havelock Nelson	2	2	2	score
John Irvine	lccn-n96116917	An international comparison of government funding of academic and academically related research	1	2	1	book
John Irvine	lccn-n96116917	An international comparison of government funding of academic and academically related research	1	1	1	book
John Irvine	lccn-n96116917	Social indicators for development : on evaluating the human condition	1	1	1	book
John Irvine	lccn-n96116917	Government support for industrial research in Norway : a SPRU report	1	1	1	book
Ismael Rafols	viaf-307268930	How journal rankings can suppress interdisciplinary research : a comparison between innovation studies and business & management	1	2	1	file
Ismael Rafols	viaf-307268930	DRUID working paper. How journal rankings can suppress interdisciplinary research	1	2	2	file
Ismael Rafols	viaf-307268930	Techniques, contexts, and organizations	1	1	1	file
Ismael Rafols	viaf-307268930	Conceptual framework for positioning FTA techniques in policy appraisal	1	1	1	file
Ismael Rafols	viaf-307268930	Mapping graphene science and development: Focused research with multiple application areas	1	1	1	file
Ismael Rafols	viaf-307268930	Bibliometrie: Das Leidener Manifest zu Forschungsmetriken	1	1	1	file
Peter Jacso	lccn-n91082694	Build your own database	2	2137	14	file
Peter Jacso	lccn-n91082694	Content evaluation of textual CD-ROM and Web databases	1	872	14	file
Peter Jacso	lccn-n91082694	CD-ROM software, dataware, and hardware : evaluation, selection, and installation	1	312	13	book
Peter Jacso	lccn-n91082694	La revolución Google Scholar : destapando la caja de Pandora académica	1	11	6	book
Peter Jacso	lccn-n91082694	A szoftver jogi oltalma = Legal protection of software	1	5	4	book
Peter Jacso	lccn-n91082694	Bevezetés az elektronikus adatfeldolgozásba	1	4	4	book
Peter Jacso	lccn-n91082694	Bevezetés az operációs rendszerekbe	1	3	4	book
Peter Jacso	lccn-n91082694	CD-ROM databases with full-page images	1	1	1	art
Peter Jacso	lccn-n91082694	CD-ROMS for travel planning	1	1	1	art
Peter Jacso	lccn-n91082694	Cross-database searching on the web with term mapping from multiple thesauri	1	1	1	art
Peter Jacso	lccn-n91082694	Low-cost databases on the Web : most bang for the buck Web databases	1	1	1	rcrd
