author	author_id	title	lang	holdings	editions	type
Peter Ingwersen	np-ingwersen,%20peter	Der Einsatz von Rotalgengelstoffen und Äthylozellulose in der Tablettenherstellung zur Erzielung verkürzter Arbeitsgänge unter Vermeidung der Granulation	1	10	1	book
Peter Ingwersen	np-ingwersen,%20peter	SIGIR 2000 : proceedings of the 23rd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval : ACM SIGIR, July 24-28, 2000, Athens, Greece	1	8	2	book
Peter Ingwersen	np-ingwersen,%20peter	Der artikel V des Prager friedens, seine vorgeschichte, entstehung von geschichte bis zu seiner aufhebung	1	8	2	book
Peter Ingwersen	np-ingwersen,%20peter	JIT-projektet. arbejdsrapport, pr. 31.8.78 : 2	1	8	5	book
Peter Ingwersen	np-ingwersen,%20peter	The turn : integration of information seeking and retrieval in context	2	6	4	book
Peter Ingwersen	np-ingwersen,%20peter	Wie wir den Kemmel stürmten : insbesondere der reiferen Jugend erzählt	2	6	3	book
Peter Ingwersen	np-ingwersen,%20peter	The Janus faced scholar : a festschrift in honour of Peter Ingwersen	1	5	2	book
Peter Ingwersen	np-ingwersen,%20peter	Proceedings CoLIS 2 : second International Conference on Conceptions of Library and Information Science: Integration in perspective, October 13-16, 1996	1	5	2	book
Peter Ingwersen	np-ingwersen,%20peter	SIGIR '92	1	5	1	book
Peter Ingwersen	np-ingwersen,%20peter	Informationsprocesser	1	4	2	book
Peter Ingwersen	np-ingwersen,%20peter	Information science : integration in perspective ; [proceedings CoLIS 2 ; Second International Conference on Conceptions of Library and Information Science - Integration in Perspective ; in Copenhagen, October 13-16, 1996]	1	4	4	book
Peter Ingwersen	np-ingwersen,%20peter	Seminar on Information Technology as a Tool for Information Use : 8-10 May 1985 : oplæg til workshop-drøftelser : referater af workshop-drøftelser : referat af plenumdrøftelser	2	4	2	book
Peter Ingwersen	np-ingwersen,%20peter	The central international visibility of Danish and Scandinavian research 1988-1996 : a general overview of science and technology, the humanities and social sciences by online publication analysis	1	4	2	book
Peter Ingwersen	np-ingwersen,%20peter	Proceedings of the ACM SIGIR 2005 Workshop on Information Retrieval in Context (IRiX) : held at the Pestana Bahia Hotel in Salvador, Brazil, 19 August, 2005	1	4	2	book
Peter Ingwersen	np-ingwersen,%20peter	Der Artikel v des Prager Friedens, s. Vorgeschichte, Entstehung u. Geschichte bis zu s. Aufhebung	1	4	1	book
Peter Ingwersen	np-ingwersen,%20peter	Wie wir den Kemmel stürmten Insbes. d. reiferen Jugend	1	4	4	book
Peter Ingwersen	lccn-n88663916	The turn : integration of information seeking and retrieval in context	2	842	25	file
Peter Ingwersen	lccn-n88663916	Information retrieval interaction	3	180	27	book
Peter Ingwersen	lccn-n88663916	Information technology and information use : towards a unified view of information and information technology	1	119	9	book
Peter Ingwersen	lccn-n88663916	SIGIR 2000 : proceedings of the 23rd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval : ACM SIGIR, July 24-28, 2000, Athens, Greece	1	95	5	book
Peter Ingwersen	lccn-n88663916	SIGIR '95 : proceedings of the 18th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval : Seattle, Washington, July 9-July 13, 1995	1	87	4	book
Peter Ingwersen	lccn-n88663916	SIGIR '92 : proceedings of the Fifteenth Annual International ACM SIGIR Conference on Research and Development in Information Retrieval : Copenhagen, Denmark, June 21-24, 1992	1	73	5	book
Peter Ingwersen	lccn-n88663916	User-librarian negotiations and information search procedures in public libraries : analysis of verbal protocols : final research report	2	38	15	book
Peter Ingwersen	lccn-n88663916	The turn : integration of information seeking and retrieval in context	1	28	2	book
Peter Ingwersen	lccn-n88663916	Scientometric indicators and webometrics -- and the polyrepresentation principle information retrieval	1	25	4	book
Peter Ingwersen	lccn-n88663916	Lånernes brug af kartoteket : en analyse med kommentarer	1	21	8	book
Peter Ingwersen	lccn-n88663916	ICTIR 2013 : International Conference on the Theory of Information Retrieval : 29 September - 2 October 2013, Copenhagen, Denmark	1	16	1	file
Peter Ingwersen	lccn-n88663916	Proceedings : integration in perspective, October 13-16, 1996	1	15	3	book
Peter Ingwersen	lccn-n88663916	SIGIR `92 : proceedings of the fifteenth annual International ACM SIGIR Conference on Research and Development in Information Retrieval	1	10	4	book
Peter Ingwersen	lccn-n88663916	SIGIR 2000 : proceedings of the 23rd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, July 24-28, 2000 Athens, Greece	1	9	2	book
Peter Ingwersen	lccn-n88663916	Informationsformidling i teori og praksis	1	9	5	book
Peter Ingwersen	lccn-n88663916	SIGIR '95 : proceedings of the 18th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval : Seattle, Washington, USA, July 9-July 13, 1995	1	9	3	book
Peter Ingwersen	lccn-n88663916	Bärenfell im Kohlenstaub : Erinnerungen eines Soldaten und Kriegsgefangenen	1	5	2	book
Peter Ingwersen	lccn-n88663916	Der artikel V des Prager friedens, seine vorgeschichte, entstehung von geschichte bis zu seiner aufhebung	1	5	3	book
Peter Ingwersen	lccn-n88663916	ESA/IRS - det europæiske informationscenter : rapport til Danmarks Biblioteksskole	2	4	2	book
Peter Ingwersen	lccn-n88663916	Proceedings CoLIS 2 : second International Conference on Conceptions of Library and Information Science: Integration in perspective, October 13-16, 1996	1	4	3	book
Peter Ingwersen	np-ingerwesen,%20peter	Research and development in information retrieval : annual international ACM SIGIR conference, 15th, 1992, June 21-24, Copenhagen, Denmark	1	1	1	book
Peter Ingwersen	np-ingwersen,%20peter%20ed	Emerging Frameworks and Methods. Proceedings of the InternationalConference on Conceptions of Library and Information Science (Colis4)(4Th, Seattle, Washington, July 21-25, 2002)	1	1	1	book
Henk F. Moed	lccn-n90675885	Citation analysis in research evaluation	2	1015	26	file
Henk F. Moed	lccn-n90675885	Handbook of quantitative science and technology research : the use of publication and patent statistics in studies of S & T systems	3	829	32	file
Henk F. Moed	lccn-n90675885	Applied evaluative informetrics	2	303	17	file
Henk F. Moed	lccn-n90675885	The use of bibliometric indicators for the assessment of research performance in the natural and life sciences : aspects of data collection, reliability, validity, and applicability	2	51	10	book
Henk F. Moed	lccn-n90675885	Science and technology indicators : their use in science policy and their role in science studies : select proceedings of the First International Workshop on Science and Technology Indicators, Leiden, the Netherlands, 14-16 November 1988	1	33	4	book
Henk F. Moed	lccn-n90675885	Handbook of Quantitative Science and Technology Research : the Use of Publication and Patent Statistics in Studies of S & T Systems	1	22	3	file
Henk F. Moed	lccn-n90675885	State of the art bibliometric macro-indicators : an overview of demand and supply	2	17	6	book
Henk F. Moed	lccn-n90675885	"Measurement of national scientific output and international scientific cooperation in CEC-related areas of science during 1985-1990 : updating of the study ""Measurement of scientific cooperation and co-authorship in CEC-related areas of science"" by F. Narin and E.S. Whitlow (1990)"	2	16	7	book
Henk F. Moed	lccn-n90675885	Science and technology indicators : their use in science policy and their role in science studies	1	15	5	book
Henk F. Moed	lccn-n90675885	On the measurement of research performance : the use of bibliometric indicators	2	12	6	book
Henk F. Moed	lccn-n90675885	The use of bibliometric indicators for the assessment of research performance in the natural and life sciences : aspects of data collection, reliability, validity and applicability	1	11	4	book
Henk F. Moed	lccn-n90675885	Proceedings of the Sixth International Conference on Science and Technology Indicators : Leiden, the Netherlands, May 24-27, 2000	2	9	4	book
Henk F. Moed	lccn-n90675885	Netherlands biology in the nineties	1	7	1	book
Henk F. Moed	lccn-n90675885	Science and technology indicators : selected proceedings of the Fifth International Conference on Science and Technology Indicators, Hinxton (Cambridge), UK, 4-6 June 1998	1	5	3	book
Henk F. Moed	lccn-n90675885	Selected proceedings of the Fifth International Conference on Science and Technology Indicators : Hinxton (Cambridge), UK June 4-6, 1998	1	5	3	book
Henk F. Moed	lccn-n90675885	Doctoreren aan Vlaamse universiteiten (1991-2002)	1	3	1	book
Henk F. Moed	lccn-n90675885	Towards indicators of research performance in the social sciences and humanities : an exploratory study in the fields of law and linguistics at Flemish universities	1	2	1	book
Henk F. Moed	lccn-n90675885	Proceedings of ISSI 2007	1	2	1	book
Henk F. Moed	lccn-n90675885	The use of bibliometric indicators for the assessment of research performance in the natural and life sciences aspects of data collection, reliability, validity and applicability	1	2	1	book
Henk F. Moed	lccn-n90675885	Sixth international conference on science and technology indicators : part I : part II	1	1	1	book
Henk F. Moed	viaf-305585079	On the measurement of research performance : the use of bibliometric indicators	2	12	4	book
Blaise Cronin	lccn-n82000323	Theories of informetrics and scholarly communication : a Festschrift in honor of Blaise Cronin	1	832	13	file
Blaise Cronin	lccn-n82000323	The hand of science : academic writing and its rewards	1	515	9	book
Blaise Cronin	lccn-n82000323	Beyond bibliometrics : harnessing multidimensional indicators of scholarly impact	1	509	16	book
Blaise Cronin	lccn-n82000323	Information management : from strategies to action	2	386	22	book
Blaise Cronin	lccn-n82000323	Cathedrals of learning : great and ancient universities of Western Europe	1	338	14	file
Blaise Cronin	lccn-n82000323	The citation process : the role and significance of citations in scientific communication	1	315	15	book
Blaise Cronin	lccn-n82000323	The marketing of library and information services	3	291	27	book
Blaise Cronin	lccn-n82000323	The web of knowledge : a festschrift in honor of Eugene Garfield	1	288	13	book
Blaise Cronin	lccn-n82000323	Pulp friction	1	201	7	book
Blaise Cronin	lccn-n82000323	Elements of information management	1	197	11	book
Blaise Cronin	lccn-n82000323	The marketing of library and information services 2	2	185	15	book
Blaise Cronin	lccn-n82000323	The education of library-information professionals : a conflict of objectives?	1	180	11	book
Blaise Cronin	lccn-n82000323	Post-professionalism : transforming the information heartland	1	179	10	book
Blaise Cronin	lccn-n82000323	The transition years : new initiatives in the education of professional information workers	1	179	13	book
Blaise Cronin	lccn-n82000323	Library orthodoxies : a decade of change	1	142	13	book
Blaise Cronin	lccn-n82000323	Conceptions of library and information science : historical, empirical, and theoretical perspectives	1	135	19	book
Blaise Cronin	lccn-n82000323	Scholarly metrics under the microscope : from citation analysis to academic auditing	1	134	7	book
Blaise Cronin	lccn-n82000323	A national graphics resource centre for libraries in the United Kingdom	1	129	8	book
Blaise Cronin	lccn-n82000323	Information management research in Europe : proceedings of the EURIM 5 Conference, Palais de Congrès, Versailles, France, May 1982	1	122	14	book
Blaise Cronin	lccn-n82000323	Information resource management : concepts, strategies, applications : proceedings of the International Seminar on Information Resource Management, Dubrovnik, Yugoslavia, June 1-5, 1987	2	108	12	book
Blaise Cronin	np-cronim,%20blaise	Profissionalização ou proletarização da atividade informacional	1	1	1	book
Blaise Cronin	np-croinin,%20blaise	Information technology and information management : strategies for post-esperience training	1	1	1	book
Henry Small	np-small,%20henry	An oration, pronounced before the Federal Republicans of Charlestown, Massachusetts, July 4, 1814 ...	1	156	10	book
Henry Small	np-small,%20henry	An address to the Charlestown branch of the Washington Benevolent Society of Massachusetts, on the twenty-second of February, MDCCCXIII	1	50	3	book
Henry Small	np-small,%20henry	Can't hold back	1	29	1	rcrd
Henry Small	np-small,%20henry	Bibliometrics of basic research	1	12	3	book
Henry Small	np-small,%20henry	An oration, pronounced before the Federal Republicans of Charlestown, Massachusetts, July 4, 1814	1	11	1	file
Henry Small	np-small,%20henry	An address to the Charlestown Branch of the Washington Benevolent Society of Massachusetts, on the twenty-second of February, MDCCCXIII	1	11	1	file
Henry Small	np-small,%20henry	A citation and publication analysis of U.S. industrial organizations	1	5	4	book
Henry Small	np-small,%20henry	Application of bibliometric methods to the analysis and tracing of scientific discoveries	1	4	5	book
